"subID","group","session","category","wordcode","language","stimulus","meaning","value","response","grade"
"SC16","SC","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","slow",0
"SC14","SC","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"EB09","EB","matlab",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"EB23","EB","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","slow",0
"EB05","EB","matlab",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"EB13","EB","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"SC08","SC","matlab",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"EB16","EB","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"SC04","SC","matlab",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"EB06","EB","matlab",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"SC02","SC","matlab",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"EB08","EB","matlab",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"SC20","SC","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"EB14","EB","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","slow",0
"EB18","EB","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"SC06","SC","matlab",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"SC23","SC","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","slow",0
"SC05","SC","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"SC18","SC","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"SC13","SC","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","fast",1
"SC09","SC","matlab",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","slow",0
"EB17","EB","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","slow",0
"SC17","SC","gorilla",4,"tamf1nu82","tamil","thamathamaka","slow","goodop","slow",0
"EB10","EB","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"SC01","SC","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC10","SC","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC21","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"EB12","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB21","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB15","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"EB01","EB","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC12","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB07","EB","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB22","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"SC15","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC07","SC","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB11","EB","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"EB19","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"SC11","SC","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"SC22","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC03","SC","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB04","EB","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"EB20","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"SC19","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB03","EB","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB02","EB","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC16","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC14","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB09","EB","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB23","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"EB05","EB","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB13","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC08","SC","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB16","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC04","SC","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB06","EB","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"SC02","SC","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB08","EB","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"SC20","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB14","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"EB18","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC06","SC","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"SC23","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC05","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"SC18","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC13","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"SC09","SC","matlab",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB17","EB","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","slow",0
"SC17","SC","gorilla",4,"tamf1nu85","tamil","athiteeveram","fast","good","fast",1
"EB10","EB","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC01","SC","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC10","SC","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC21","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB12","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB21","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB15","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","slow",0
"EB01","EB","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC12","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB07","EB","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","slow",0
"EB22","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC15","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC07","SC","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB11","EB","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","slow",0
"EB19","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","slow",0
"SC11","SC","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","slow",0
"SC22","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC03","SC","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB04","EB","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB20","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","slow",0
"SC19","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB03","EB","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB02","EB","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC16","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC14","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB09","EB","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","slow",0
"EB23","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","slow",0
"EB05","EB","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB13","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","slow",0
"SC08","SC","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB16","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","slow",0
"SC04","SC","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB06","EB","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC02","SC","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB08","EB","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","slow",0
"SC20","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB14","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB18","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC06","SC","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC23","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC05","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC18","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC13","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC09","SC","matlab",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB17","EB","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"SC17","SC","gorilla",4,"tamf1nu86","tamil","veraivu","fast","good","fast",1
"EB10","EB","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC01","SC","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC10","SC","matlab",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"SC21","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB12","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB21","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB15","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"EB01","EB","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC12","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB07","EB","matlab",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"EB22","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC15","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"SC07","SC","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB11","EB","matlab",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"EB19","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"SC11","SC","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC22","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"SC03","SC","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB04","EB","matlab",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"EB20","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC19","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB03","EB","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB02","EB","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC16","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC14","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB09","EB","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB23","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"EB05","EB","matlab",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"EB13","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC08","SC","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB16","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC04","SC","matlab",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"EB06","EB","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC02","SC","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB08","EB","matlab",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"SC20","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"EB14","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB18","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"SC06","SC","matlab",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"SC23","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"SC05","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC18","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","slow",0
"SC13","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC09","SC","matlab",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB17","EB","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"SC17","SC","gorilla",4,"tamf1nu87","tamil","aasu","fast","good","fast",1
"EB10","EB","matlab",4,"turm1nu103","turkish","acele","fast","good","slow",0
"SC01","SC","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC10","SC","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC21","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","slow",0
"EB12","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","slow",0
"EB21","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB15","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB01","EB","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC12","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB07","EB","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB22","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","slow",0
"SC15","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC07","SC","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB11","EB","matlab",4,"turm1nu103","turkish","acele","fast","good","slow",0
"EB19","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC11","SC","matlab",4,"turm1nu103","turkish","acele","fast","good","slow",0
"SC22","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC03","SC","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB04","EB","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB20","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC19","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB03","EB","matlab",4,"turm1nu103","turkish","acele","fast","good","slow",0
"EB02","EB","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC16","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC14","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB09","EB","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB23","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB05","EB","matlab",4,"turm1nu103","turkish","acele","fast","good","slow",0
"EB13","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","slow",0
"SC08","SC","matlab",4,"turm1nu103","turkish","acele","fast","good","slow",0
"EB16","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","slow",0
"SC04","SC","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB06","EB","matlab",4,"turm1nu103","turkish","acele","fast","good","slow",0
"SC02","SC","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB08","EB","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC20","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","slow",0
"EB14","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","slow",0
"EB18","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC06","SC","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC23","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","slow",0
"SC05","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","slow",0
"SC18","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC13","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC09","SC","matlab",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB17","EB","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"SC17","SC","gorilla",4,"turm1nu103","turkish","acele","fast","good","fast",1
"EB10","EB","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC01","SC","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC10","SC","matlab",4,"turm1nu104","turkish","atik","fast","good","slow",0
"SC21","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","slow",0
"EB12","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB21","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB15","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","slow",0
"EB01","EB","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC12","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB07","EB","matlab",4,"turm1nu104","turkish","atik","fast","good","slow",0
"EB22","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","slow",0
"SC15","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC07","SC","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB11","EB","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB19","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC11","SC","matlab",4,"turm1nu104","turkish","atik","fast","good","slow",0
"SC22","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC03","SC","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB04","EB","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB20","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC19","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB03","EB","matlab",4,"turm1nu104","turkish","atik","fast","good","slow",0
"EB02","EB","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC16","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC14","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB09","EB","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB23","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB05","EB","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB13","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC08","SC","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB16","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC04","SC","matlab",4,"turm1nu104","turkish","atik","fast","good","slow",0
"EB06","EB","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC02","SC","matlab",4,"turm1nu104","turkish","atik","fast","good","slow",0
"EB08","EB","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC20","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","slow",0
"EB14","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB18","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC06","SC","matlab",4,"turm1nu104","turkish","atik","fast","good","slow",0
"SC23","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC05","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC18","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","slow",0
"SC13","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC09","SC","matlab",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB17","EB","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"SC17","SC","gorilla",4,"turm1nu104","turkish","atik","fast","good","fast",1
"EB10","EB","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC01","SC","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC10","SC","matlab",4,"turm1nu108","turkish","sipsak","fast","good","slow",0
"SC21","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB12","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB21","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB15","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB01","EB","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC12","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB07","EB","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB22","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC15","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC07","SC","matlab",4,"turm1nu108","turkish","sipsak","fast","good","slow",0
"EB11","EB","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB19","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC11","SC","matlab",4,"turm1nu108","turkish","sipsak","fast","good","slow",0
"SC22","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","slow",0
"SC03","SC","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB04","EB","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB20","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC19","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB03","EB","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB02","EB","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC16","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC14","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","slow",0
"EB09","EB","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB23","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB05","EB","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB13","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC08","SC","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB16","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","slow",0
"SC04","SC","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB06","EB","matlab",4,"turm1nu108","turkish","sipsak","fast","good","slow",0
"SC02","SC","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB08","EB","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC20","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB14","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"EB18","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","slow",0
"SC06","SC","matlab",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC23","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC05","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC18","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC13","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","fast",1
"SC09","SC","matlab",4,"turm1nu108","turkish","sipsak","fast","good","slow",0
"EB17","EB","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","slow",0
"SC17","SC","gorilla",4,"turm1nu108","turkish","sipsak","fast","good","slow",0
"EB10","EB","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"SC01","SC","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"SC10","SC","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"SC21","SC","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"EB12","EB","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"EB21","EB","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","slow",0
"EB15","EB","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"EB01","EB","matlab",4,"turm1nu91","turkish","gec","slow","goodop","slow",0
"SC12","SC","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","slow",0
"EB07","EB","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"EB22","EB","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"SC15","SC","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"SC07","SC","matlab",4,"turm1nu91","turkish","gec","slow","goodop","slow",0
"EB11","EB","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"EB19","EB","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"SC11","SC","matlab",4,"turm1nu91","turkish","gec","slow","goodop","slow",0
"SC22","SC","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","slow",0
"SC03","SC","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"EB04","EB","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"EB20","EB","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"SC19","SC","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","slow",0
"EB03","EB","matlab",4,"turm1nu91","turkish","gec","slow","goodop","slow",0
"EB02","EB","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"SC16","SC","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"SC14","SC","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"EB09","EB","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"EB23","EB","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","slow",0
"EB05","EB","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"EB13","EB","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"SC08","SC","matlab",4,"turm1nu91","turkish","gec","slow","goodop","slow",0
"EB16","EB","gorilla",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"SC04","SC","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
"EB06","EB","matlab",4,"turm1nu91","turkish","gec","slow","goodop","slow",0
"SC02","SC","matlab",4,"turm1nu91","turkish","gec","slow","goodop","fast",1
